STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,n21020,a21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
50,VT,05253,3,50,30,30,0,30,110,40,0,0,0,0,0,0,30,3153,50,3333,40,2131,40,20,30,219,30,160,20,10,0,0,20,35,0,0,0,0,0,0,0,0,0,30,286,40,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,814,3540,0,0,50,121,0,0,50,217,0,0,40,278,40,255,0,0,0,0,0,0,0,0,40,60,30,104,0,0,50,1893,50,248,0,0,0,0,40,39,30,4,0,0,0,0,0,0,40,51,0,0,30,61,0,0,0,0,0,0,50,300,0,0,0,0,0,0,0,0,0,0,50,228,50,267,0,0,0,0,0,0,30,88
50,VT,05253,4,40,0,20,0,20,70,0,0,0,0,0,0,0,0,3128,40,3128,30,2023,0,0,0,0,0,0,0,0,20,242,0,0,20,880,20,727,0,0,0,30,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2299,40,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,389,0,0,0,0,0,0,0,0,0,0,40,310,40,337,0,0,0,0,30,93,20,49
50,VT,05253,5,50,0,50,0,40,140,40,0,0,0,0,0,0,30,9718,50,9837,40,5703,30,17,30,402,30,332,30,62,0,0,30,484,0,0,0,0,0,0,0,0,0,0,0,30,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1785,9000,0,0,50,540,0,0,50,481,0,0,50,1025,40,367,0,0,0,0,0,0,0,0,40,132,0,0,0,0,50,7355,50,1483,0,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1676,0,0,0,0,0,0,0,0,0,0,50,1448,50,1517,0,0,0,0,0,0,20,111
50,VT,05253,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05254,1,130,110,0,20,80,110,0,0,0,0,0,0,20,40,1311,130,1351,80,862,30,12,40,116,40,81,0,0,20,125,30,-7,30,196,30,269,0,0,0,0,0,0,0,30,40,0,0,0,0,20,97,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,62,30,44,30,85,0,0,60,354,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,54,0,0,0,0,0,0,100,145,20,42,0,0,0,0,0,0,0,0,50,37,70,58,0,0,0,0,40,60,90,104
50,VT,05254,2,70,50,40,0,50,120,40,0,0,0,0,0,0,30,2775,70,2870,50,1623,30,38,30,135,30,102,0,0,30,369,30,101,0,0,0,0,0,0,0,30,210,30,309,20,95,0,0,0,0,0,0,0,0,30,25,0,0,0,0,40,816,1160,40,354,0,0,0,0,40,218,0,0,40,269,40,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1423,70,170,0,0,0,0,30,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,274,0,0,0,0,0,0,30,23,0,0,60,160,60,196,0,0,0,0,0,0,50,91
50,VT,05254,3,50,30,20,0,30,100,30,0,0,0,0,0,0,40,2976,50,3153,30,1375,30,25,40,511,40,411,40,29,0,0,40,187,20,300,30,569,0,0,0,40,636,0,0,40,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,648,1529,0,0,20,51,0,0,20,167,0,0,20,231,0,0,0,0,0,0,0,0,0,0,20,47,0,0,0,0,50,1716,40,198,0,0,0,0,20,20,0,0,0,0,30,32,0,0,30,44,0,0,30,124,0,0,0,0,0,0,50,298,0,0,0,0,0,0,0,0,0,0,40,178,50,248,0,0,0,0,20,104,30,70
50,VT,05254,4,40,0,30,0,30,110,50,0,0,0,0,0,0,0,3425,40,3425,30,1957,20,34,0,0,0,0,0,0,20,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,596,2538,30,233,30,91,0,0,30,182,0,0,30,277,20,170,0,0,0,0,0,0,0,0,30,44,20,109,0,0,40,2258,40,311,0,0,0,0,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,369,0,0,0,0,0,0,0,0,0,0,40,271,40,326,0,0,0,0,0,0,20,95
50,VT,05254,5,70,20,50,0,50,160,40,0,0,0,0,0,0,30,9078,70,9321,50,4879,40,45,50,660,50,520,30,39,0,0,50,198,30,804,40,1775,0,0,0,30,665,20,197,30,243,0,0,0,0,30,309,0,0,0,0,0,0,0,0,60,1730,8032,0,0,60,437,0,0,50,425,0,0,60,866,40,334,0,0,0,0,0,0,0,0,50,219,0,0,0,0,70,6614,70,1100,0,0,0,0,40,43,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1246,0,0,0,0,0,0,0,0,0,0,70,1021,70,1129,0,0,0,0,30,124,40,416
50,VT,05254,6,60,0,50,0,50,150,40,0,0,0,0,0,0,40,29284,60,29797,40,9438,50,138,50,3413,50,3379,20,166,20,1424,50,4454,20,1051,0,0,0,0,0,30,685,30,2491,30,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6517,28794,0,0,60,2351,0,0,50,904,0,0,60,3257,40,684,0,0,0,0,0,0,0,0,50,1144,30,698,0,0,60,22424,60,6008,50,428,0,0,40,100,40,134,0,0,0,0,0,0,0,0,0,0,20,245,0,0,0,0,0,0,60,7491,0,0,0,0,0,0,0,0,0,0,60,5777,60,6394,20,50,40,176,20,475,0,0
50,VT,05255,1,850,660,100,90,450,940,200,30,0,30,0,0,80,240,9628,850,9970,610,7039,200,134,170,444,160,325,20,10,150,1115,140,111,90,511,100,595,0,30,47,40,72,40,-104,180,342,0,0,0,0,30,92,0,0,40,29,0,0,0,0,70,1332,993,50,512,40,46,30,9,60,226,0,0,70,281,30,228,0,0,0,0,0,0,0,0,50,65,40,120,0,0,360,2262,340,235,0,0,0,0,80,25,0,0,0,0,0,0,40,6,20,10,0,0,130,192,60,236,60,229,20,15,720,1341,200,422,160,356,100,107,0,0,30,22,300,209,400,415,0,0,0,0,100,77,630,946
50,VT,05255,2,510,300,120,80,280,860,230,0,0,0,0,0,80,120,18221,510,18624,440,14137,130,104,110,364,100,255,50,22,80,892,80,312,60,602,50,821,0,30,120,90,625,40,322,160,403,0,0,0,0,20,90,30,125,70,74,0,0,0,0,90,1432,3442,40,316,70,93,30,27,80,326,0,0,90,432,60,400,0,0,0,0,0,0,0,0,60,116,30,171,0,0,500,9839,490,1213,0,0,60,44,180,155,50,6,30,13,40,44,60,13,90,76,0,0,70,170,70,209,70,240,50,33,480,2008,80,160,70,128,80,114,40,43,20,20,420,1057,440,1267,0,0,0,0,100,186,390,900
50,VT,05255,3,280,110,130,50,180,550,150,0,0,0,0,0,40,110,17022,280,17558,220,11543,120,130,100,761,100,645,70,42,70,1118,80,207,50,587,50,1154,0,30,157,80,1105,40,506,130,536,50,11,0,0,30,171,30,156,50,58,0,0,0,0,110,2432,6934,40,474,100,287,0,0,100,488,30,12,110,788,80,575,0,0,0,0,30,35,0,0,80,174,30,328,0,0,270,10765,270,1489,0,0,40,91,120,138,40,3,30,15,20,36,30,6,50,72,0,0,60,203,30,130,50,248,20,26,270,1971,0,0,0,0,0,0,40,43,0,0,260,1351,260,1569,0,0,0,0,80,195,180,513
50,VT,05255,4,180,40,130,0,120,420,110,0,0,0,0,0,0,70,15668,180,16178,150,10002,100,179,90,659,90,490,50,41,40,811,80,366,50,871,50,1258,0,0,0,60,1169,30,634,90,510,0,0,0,0,20,170,0,0,40,47,0,0,0,0,100,2533,8994,30,439,100,377,0,0,90,505,0,0,100,918,80,661,0,0,30,8,0,0,0,0,80,152,30,146,0,0,180,10654,180,1530,0,0,0,0,100,144,40,7,0,0,20,33,0,0,50,69,30,10,40,168,0,0,0,0,0,0,180,1727,0,0,0,0,0,0,0,0,0,0,170,1386,180,1568,0,0,0,0,50,241,110,331
50,VT,05255,5,270,40,220,0,180,700,220,0,0,0,0,0,0,110,36496,270,37611,220,22457,160,237,150,1476,140,1227,110,152,70,2452,120,1020,80,2190,70,2013,0,0,0,90,2119,60,2434,140,1115,40,10,30,505,30,300,30,194,30,46,0,0,0,0,220,6486,31258,50,773,220,1573,0,0,210,1492,30,10,220,3093,170,1458,0,0,0,0,0,0,0,0,190,664,60,526,0,0,260,26685,260,4508,0,0,0,0,140,190,60,8,30,21,30,48,0,0,40,51,0,0,70,472,0,0,0,0,0,0,260,5177,0,0,0,0,0,0,30,32,0,0,260,4318,260,4824,0,0,0,0,100,726,130,728
50,VT,05255,6,150,20,120,0,120,390,130,0,0,0,0,0,0,60,67606,150,69369,110,21620,110,1690,100,6119,100,5116,40,314,40,2482,100,8343,40,2424,30,2314,0,0,0,40,1064,80,14473,80,1763,0,0,0,0,40,514,0,0,0,0,0,0,0,0,140,10926,66678,0,0,140,4621,0,0,130,1674,0,0,140,6306,100,1196,0,0,0,0,0,0,40,133,130,2233,40,1222,0,0,150,55573,150,14650,100,1043,0,0,70,415,50,88,0,0,0,0,0,0,0,0,0,0,50,461,0,0,0,0,0,0,140,14604,0,0,0,0,0,0,0,0,0,0,150,14235,150,15502,40,56,70,413,60,1720,50,978
50,VT,05257,1,460,360,50,50,170,530,100,50,0,50,0,0,60,140,4917,460,5037,330,3508,100,44,70,218,70,160,0,0,70,423,60,-17,50,257,80,457,0,0,0,20,34,20,57,80,120,20,5,0,0,20,76,0,0,20,20,0,0,0,0,30,370,383,0,0,0,0,0,0,30,85,0,0,30,104,0,0,0,0,0,0,0,0,0,0,0,0,20,82,0,0,180,1045,170,108,0,0,0,0,50,17,0,0,0,0,30,28,0,0,0,0,0,0,60,70,20,84,20,75,0,0,390,671,120,216,90,193,50,54,0,0,20,21,140,92,180,169,0,0,0,0,50,35,350,528
50,VT,05257,2,320,170,80,60,150,540,150,0,0,0,0,0,50,80,11480,320,11816,270,8868,60,49,60,232,60,189,40,15,60,873,50,165,30,253,60,680,0,50,172,60,391,0,0,110,336,0,0,0,0,0,0,30,115,60,60,0,0,0,0,50,790,1907,40,396,50,60,0,0,40,150,0,0,50,213,50,302,0,0,0,0,20,29,0,0,50,77,0,0,0,0,310,6198,310,764,0,0,40,28,130,101,0,0,20,11,0,0,80,11,80,69,0,0,50,135,40,164,50,188,30,18,300,1337,60,109,50,81,40,52,40,38,0,0,270,663,280,809,0,0,0,0,60,104,250,596
50,VT,05257,3,180,70,90,20,90,350,90,0,0,0,0,0,40,70,10583,180,10694,150,7985,60,22,40,96,40,58,30,14,30,263,30,40,30,300,50,951,0,0,0,50,792,0,0,60,111,0,0,0,0,20,180,0,0,50,59,0,0,0,0,50,799,2988,0,0,50,112,0,0,50,184,0,0,50,302,40,175,0,0,0,0,0,0,0,0,30,75,30,147,0,0,180,7009,180,990,0,0,0,0,70,101,40,4,0,0,20,38,0,0,40,60,30,17,40,74,0,0,0,0,0,0,170,1240,0,0,0,0,0,0,0,0,0,0,160,890,170,943,0,0,0,0,40,91,140,377
50,VT,05257,4,120,30,90,0,70,300,100,0,0,0,0,0,0,50,10289,120,10460,100,7494,60,78,50,302,40,245,30,21,20,173,30,169,20,342,30,803,0,0,0,40,675,0,0,50,171,30,8,0,0,0,0,0,0,0,0,0,0,0,0,50,1000,4697,30,430,50,195,0,0,50,243,0,0,50,444,40,230,0,0,0,0,0,0,0,0,40,135,0,0,0,0,120,7289,120,1048,0,0,0,0,60,110,0,0,20,13,0,0,0,0,40,63,0,0,0,0,0,0,0,0,0,0,120,1181,0,0,0,0,0,0,0,0,0,0,120,938,120,992,0,0,0,0,30,89,80,246
50,VT,05257,5,140,20,120,0,100,400,150,0,0,0,0,0,0,80,18412,140,18980,130,12555,90,121,70,413,60,318,60,132,50,1174,50,303,40,1013,50,2386,0,0,0,60,1392,40,1448,90,568,0,0,0,0,0,0,0,0,40,51,0,0,0,0,110,2681,14323,0,0,110,677,0,0,100,556,0,0,110,1237,100,651,0,0,0,0,0,0,0,0,100,238,30,200,0,0,140,13696,140,2249,0,0,0,0,80,113,40,15,0,0,20,37,0,0,30,39,0,0,40,162,0,0,0,0,0,0,140,2600,0,0,0,0,0,0,20,24,0,0,140,2136,140,2305,0,0,0,0,50,300,110,641
50,VT,05257,6,40,0,30,0,30,90,0,0,0,0,0,0,0,0,12800,40,12800,30,6342,30,310,30,996,30,805,0,0,0,0,30,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2035,12479,0,0,40,843,0,0,30,310,0,0,40,1155,0,0,0,0,0,0,0,0,0,0,30,320,0,0,0,0,40,10496,40,2657,20,99,0,0,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3108,0,0,0,0,0,0,0,0,0,0,40,2544,40,2728,0,0,0,0,0,0,0,0
50,VT,05260,1,60,40,30,20,30,100,20,0,0,0,0,0,30,40,693,60,714,40,478,30,5,0,0,0,0,0,0,20,49,0,0,0,0,30,344,0,0,0,0,0,0,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,101,0,0,0,0,0,0,0,0,20,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,131,40,72,30,56,0,0,0,0,0,0,0,0,20,23,0,0,0,0,0,0,50,103
50,VT,05260,2,50,30,0,0,20,90,30,0,0,0,0,0,0,0,1739,50,1739,40,1500,0,0,30,111,30,96,30,15,0,0,0,0,0,0,0,0,0,0,0,30,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1045,60,126,0,0,0,0,20,20,0,0,0,0,0,0,0,0,20,27,0,0,0,0,0,0,0,0,0,0,50,217,0,0,0,0,0,0,0,0,0,0,50,105,40,106,0,0,0,0,0,0,40,116
50,VT,05260,3,40,20,40,0,40,90,40,0,0,0,0,0,0,20,2852,40,2900,60,4739,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1240,5508,0,0,40,314,0,0,30,176,0,0,40,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1932,40,274,0,0,0,0,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,347,0,0,0,0,0,0,0,0,0,0,40,250,40,268,0,0,0,0,0,0,50,155
50,VT,05260,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05260,5,20,0,0,0,0,60,0,0,0,0,0,0,0,0,4881,20,4881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3710,20,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,893,0,0,0,0,0,0,0,0,0,0,20,723,20,839,0,0,0,0,0,0,0,0
50,VT,05260,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05261,1,460,290,90,80,180,700,210,40,0,40,0,20,80,140,5682,460,5800,310,3914,80,27,40,70,40,46,0,0,80,664,30,-7,40,235,80,596,0,30,87,30,59,0,0,90,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,400,320,20,96,0,0,0,0,0,0,0,0,20,84,0,0,0,0,0,0,0,0,0,0,30,33,0,0,0,0,180,1099,180,122,0,0,30,17,50,13,0,0,20,9,0,0,20,3,0,0,0,0,70,107,20,86,30,106,0,0,390,1018,170,424,140,367,90,115,0,0,20,7,150,109,210,222,0,0,0,0,40,38,360,816
50,VT,05261,2,330,180,90,70,170,600,170,0,0,0,0,0,60,80,11905,330,12120,300,9923,80,68,40,90,40,49,40,15,40,414,30,90,30,225,50,685,0,20,103,60,326,0,0,70,215,0,0,0,0,30,124,20,86,50,52,0,0,0,0,40,514,1631,0,0,50,64,0,0,60,188,0,0,40,181,40,229,0,0,0,0,0,0,0,0,0,0,30,168,0,0,330,6425,320,795,0,0,0,0,140,117,30,0,0,0,0,0,70,15,100,81,20,5,50,125,30,86,40,113,30,19,330,1479,80,148,60,123,50,66,30,30,0,0,270,678,280,792,0,0,0,0,40,52,290,734
50,VT,05261,3,150,40,90,0,70,310,70,0,0,0,0,0,30,50,8983,150,9124,130,6880,50,28,30,52,30,33,20,10,20,156,20,10,30,378,40,745,0,30,121,40,615,0,0,50,141,20,6,0,0,0,0,0,0,20,22,0,0,0,0,30,482,2025,20,153,30,87,0,0,30,97,0,0,30,187,30,131,0,0,0,0,0,0,0,0,20,28,0,0,0,0,150,5974,150,822,0,0,0,0,50,77,0,0,20,11,40,44,0,0,30,52,0,0,0,0,0,0,0,0,0,0,150,1038,0,0,0,0,0,0,0,0,0,0,140,745,140,796,0,0,0,0,30,40,120,266
50,VT,05261,4,110,30,90,0,70,260,50,0,0,0,0,0,0,50,9629,110,9730,100,7186,50,24,30,63,30,43,30,20,30,342,20,135,40,1156,30,766,0,0,0,40,740,40,1205,40,101,0,0,0,0,0,0,0,0,30,44,0,0,0,0,50,752,3909,0,0,40,173,0,0,40,188,0,0,50,362,40,200,0,0,0,0,0,0,0,0,30,47,30,225,0,0,110,6990,110,989,0,0,0,0,40,46,0,0,0,0,0,0,0,0,30,48,0,0,20,64,0,0,0,0,0,0,110,1201,0,0,0,0,0,0,0,0,0,0,110,943,110,995,0,0,0,0,20,56,80,252
50,VT,05261,5,110,0,90,0,70,250,60,0,0,0,0,0,0,40,16251,110,16400,90,11105,60,46,50,507,50,435,50,44,0,0,40,718,0,0,30,713,0,0,0,40,718,0,0,40,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1859,13171,0,0,80,711,0,0,80,400,0,0,80,1113,70,373,0,0,0,0,0,0,0,0,60,136,0,0,0,0,110,13092,110,2491,0,0,0,0,40,49,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2585,0,0,0,0,0,0,0,0,0,0,110,2441,110,2515,0,0,0,0,40,178,60,223
50,VT,05261,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05262,1,420,280,90,40,180,560,120,40,0,40,0,0,40,140,4838,420,4984,270,3169,110,50,80,123,80,78,0,0,80,506,50,39,60,282,90,634,0,0,0,0,0,20,18,100,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,475,406,0,0,0,0,0,0,20,72,0,0,30,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,994,160,106,0,0,0,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,70,98,30,147,30,139,0,0,360,698,130,255,100,211,60,63,20,19,20,20,130,93,190,196,0,0,0,0,50,49,300,528
50,VT,05262,2,290,160,80,40,120,480,110,0,0,0,0,0,40,90,10385,290,10565,250,7978,70,45,50,80,50,60,20,8,40,450,30,111,40,479,60,847,0,50,190,90,495,0,0,80,180,20,6,0,0,0,0,40,181,60,50,0,0,0,0,40,514,1341,50,278,50,52,0,0,30,141,30,21,40,195,50,269,0,0,0,0,20,18,0,0,40,54,0,0,0,0,280,5785,280,726,0,0,50,42,100,81,0,0,0,0,30,28,80,18,70,60,0,0,30,66,40,123,40,161,30,20,280,1210,50,87,40,64,40,48,0,0,0,0,250,645,260,730,0,0,0,0,50,83,230,559
50,VT,05262,3,180,60,100,20,100,400,120,0,0,0,0,0,30,70,11319,180,11581,140,7843,80,26,50,223,50,177,40,24,40,776,40,299,30,462,50,1087,0,0,0,60,922,30,138,70,262,0,0,0,0,40,246,0,0,40,47,0,0,0,0,60,963,3827,0,0,50,147,0,0,60,204,0,0,60,366,50,294,0,0,0,0,0,0,0,0,40,106,40,208,0,0,180,7382,180,1003,0,0,0,0,90,111,50,3,0,0,0,0,0,0,50,80,30,26,40,116,0,0,0,0,0,0,170,1342,0,0,0,0,0,0,0,0,0,0,170,893,180,1019,0,0,0,0,50,154,130,464
50,VT,05262,4,120,30,100,0,60,300,80,0,0,0,0,0,0,50,10437,120,10638,110,7442,70,45,50,260,50,124,30,22,30,550,40,210,20,404,40,1049,0,0,0,30,729,0,0,50,201,0,0,0,0,0,0,0,0,30,43,0,0,0,0,60,1146,5115,20,141,60,209,0,0,50,266,0,0,60,504,50,330,0,0,0,0,0,0,0,0,50,104,0,0,0,0,120,7299,120,1010,0,0,0,0,60,86,0,0,40,25,30,45,0,0,40,58,0,0,20,81,0,0,0,0,0,0,120,1268,0,0,0,0,0,0,20,24,0,0,120,924,120,1011,0,0,0,0,40,97,80,317
50,VT,05262,5,150,0,130,0,90,370,90,0,0,0,0,0,0,70,19447,150,20024,130,13016,90,121,70,395,60,344,60,56,60,1603,50,504,40,1131,60,2131,0,0,0,50,1330,40,1323,90,577,20,6,0,0,0,0,0,0,20,30,0,0,0,0,110,2597,15053,0,0,110,677,0,0,110,651,0,0,110,1353,90,624,0,0,0,0,0,0,0,0,90,352,30,220,0,0,150,14872,150,2472,0,0,0,0,90,108,40,8,0,0,0,0,0,0,20,29,0,0,50,286,0,0,0,0,0,0,150,2856,0,0,0,0,0,0,0,0,0,0,150,2373,150,2613,0,0,0,0,60,388,90,347
50,VT,05262,6,50,0,50,0,40,120,30,0,0,0,0,0,0,20,15010,50,15010,40,9601,40,220,30,871,30,497,20,68,0,0,30,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2112,15010,0,0,50,1000,0,0,50,431,0,0,50,1434,30,307,0,0,0,0,0,0,0,0,40,138,0,0,0,0,50,12490,50,2882,30,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3151,0,0,0,0,0,0,0,0,0,0,50,2863,50,2994,0,0,0,0,0,0,20,184
50,VT,05301,1,2990,2260,340,350,1050,3690,790,220,110,110,80,50,440,760,36492,2990,37500,2260,27118,580,407,440,1053,400,757,70,27,500,3503,340,388,260,1562,360,2551,40,100,358,140,284,50,152,650,1008,0,0,20,103,70,155,50,183,200,167,30,90,0,0,170,2519,2514,110,1130,90,83,60,20,130,504,0,0,170,637,70,343,0,0,0,0,0,0,0,0,110,150,70,230,0,0,1370,8765,1340,922,0,0,70,25,330,91,50,1,0,0,50,31,150,25,90,28,0,0,430,582,180,619,180,604,80,46,2640,5144,990,1802,790,1562,390,415,70,66,90,67,1180,830,1510,1507,0,0,0,0,330,285,2370,3835
50,VT,05301,2,2000,1240,410,300,800,3230,830,110,50,50,0,50,330,480,71766,2000,73380,1750,57442,520,389,330,1075,310,754,140,83,310,4317,270,893,230,2165,270,3454,0,90,404,340,2255,60,390,630,1614,60,14,0,0,100,292,100,415,300,325,30,53,0,0,290,4116,11167,110,799,250,402,30,16,260,994,30,16,290,1443,180,921,0,0,20,1,30,40,20,4,180,365,70,492,0,0,1950,40679,1920,5057,0,0,140,103,720,542,100,4,100,50,100,120,290,64,320,288,40,12,260,675,200,657,210,706,110,65,1950,8668,360,726,270,589,240,318,70,63,70,89,1680,4515,1750,5284,0,0,0,0,330,473,1610,3738
50,VT,05301,3,1030,440,470,110,520,2020,520,0,0,0,0,0,110,360,63048,1030,64415,890,46194,430,366,290,1496,280,1198,200,114,230,3442,250,1191,160,1759,210,4614,30,50,284,240,3625,60,720,420,1367,50,14,30,199,60,289,70,319,190,234,0,0,0,0,350,5940,21553,90,1210,320,780,40,38,320,1532,30,6,340,2374,240,1341,0,0,0,0,40,49,0,0,240,491,80,409,0,0,1020,42143,1010,5819,0,0,50,79,420,520,100,8,60,29,70,92,80,17,210,335,40,30,200,595,50,205,60,262,30,38,1010,7351,0,0,0,0,30,40,40,43,0,0,980,5299,1000,5948,0,0,0,0,250,608,730,1887
